Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note,TempAnomaly_C,CO2_ppm_mean,merra2_TOTEXTTAU
231,'840,United States of America,27,'0113,Rice,5412,Yield,2017,2017,kg/ha,8414.7,A,,0.9141666666666668,403.89858763665,0.116413814947009
231,'840,United States of America,27,'0113,Rice,5412,Yield,2018,2018,kg/ha,8621.3,A,,0.85,406.188272178925,0.1185880284756421
231,'840,United States of America,27,'0113,Rice,5412,Yield,2019,2019,kg/ha,8375.9,A,,0.9791666666666666,408.7287743181666,0.1213295230021079
231,'840,United States of America,27,'0113,Rice,5412,Yield,2020,2020,kg/ha,8540.1,A,,1.0075,411.25547557044166,0.1222023976345856
231,'840,United States of America,27,'0113,Rice,5412,Yield,2021,2021,kg/ha,8641.6,A,,0.8466666666666667,413.5957462786583,0.1217477805912494
231,'840,United States of America,27,'0113,Rice,5412,Yield,2022,2022,kg/ha,8277.8,A,,0.8908333333333333,415.9950840959,0.1193391730388005
231,'840,United States of America,27,'0113,Rice,5412,Yield,2023,2023,kg/ha,8572.8,A,,1.1708333333333334,,0.1238466358433166
231,'840,United States of America,27,'0113,Rice,5412,Yield,2024,2024,kg/ha,8684.1,A,,1.2858333333333334,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2003,2003,kg/ha,2062.8,A,,0.6166666666666667,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2004,2004,kg/ha,2373.1,A,,0.5333333333333333,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2005,2005,kg/ha,2305.2,A,,0.6791666666666667,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2006,2006,kg/ha,2261.9,A,,0.64,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2007,2007,kg/ha,2393.3,A,,0.6649999999999999,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2008,2008,kg/ha,2184.6,A,,0.5433333333333333,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2009,2009,kg/ha,2106.2,A,,0.6566666666666666,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2010,2010,kg/ha,2188.1,A,,0.725,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2011,2011,kg/ha,2544.8,A,,0.61,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2012,2012,kg/ha,2725.1,A,,0.6458333333333334,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2013,2013,kg/ha,2497.7,A,,0.6766666666666666,,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2014,2014,kg/ha,2588.6,A,,0.7491666666666666,,0.114157657449444
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2015,2015,kg/ha,2591.7,E,,0.8975,398.4673990589333,0.1211577989161014
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2016,2016,kg/ha,2620.6,E,,1.0125,401.61673783199166,0.1136398104329903
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2017,2017,kg/ha,2671.3,E,,0.9141666666666668,403.89858763665,0.116413814947009
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2018,2018,kg/ha,2687.2,E,,0.85,406.188272178925,0.1185880284756421
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2019,2019,kg/ha,2712.8,E,,0.9791666666666666,408.7287743181666,0.1213295230021079
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2020,2020,kg/ha,2744.4,E,,1.0075,411.25547557044166,0.1222023976345856
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2021,2021,kg/ha,2777.7,E,,0.8466666666666667,413.5957462786583,0.1217477805912494
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2022,2022,kg/ha,2802.4,E,,0.8908333333333333,415.9950840959,0.1193391730388005
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2023,2023,kg/ha,2831.2,E,,1.1708333333333334,,0.1238466358433166
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2024,2024,kg/ha,2860.0,E,,1.2858333333333334,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2003,2003,kg/ha,2971.2,A,,0.6166666666666667,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2004,2004,kg/ha,2902.6,A,,0.5333333333333333,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2005,2005,kg/ha,2823.1,A,,0.6791666666666667,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2006,2006,kg/ha,2598.6,A,,0.64,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2007,2007,kg/ha,2704.6,A,,0.6649999999999999,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2008,2008,kg/ha,3017.5,A,,0.5433333333333333,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2009,2009,kg/ha,2989.7,A,,0.6566666666666666,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2010,2010,kg/ha,3116.7,A,,0.725,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2011,2011,kg/ha,2942.2,A,,0.61,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2012,2012,kg/ha,3115.4,A,,0.6458333333333334,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2013,2013,kg/ha,3167.3,A,,0.6766666666666666,,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2014,2014,kg/ha,2937.8,A,,0.7491666666666666,,0.114157657449444
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2015,2015,kg/ha,2929.9,A,,0.8975,398.4673990589333,0.1211577989161014
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2016,2016,kg/ha,3540.8,A,,1.0125,401.61673783199166,0.1136398104329903
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2017,2017,kg/ha,3117.5,A,,0.9141666666666668,403.89858763665,0.116413814947009
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2018,2018,kg/ha,3200.5,A,,0.85,406.188272178925,0.1185880284756421
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2019,2019,kg/ha,3474.6,A,,0.9791666666666666,408.7287743181666,0.1213295230021079
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2020,2020,kg/ha,3341.7,A,,1.0075,411.25547557044166,0.1222023976345856
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2021,2021,kg/ha,2980.5,A,,0.8466666666666667,413.5957462786583,0.1217477805912494
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2022,2022,kg/ha,3126.5,A,,0.8908333333333333,415.9950840959,0.1193391730388005
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2023,2023,kg/ha,3269.4,A,,1.1708333333333334,,0.1238466358433166
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2024,2024,kg/ha,3446.2,A,,1.2858333333333334,,
